Date,Data
1,8.66E+02
2,8.29E+02
3,8.21E+02
4,8.19E+02
5,8.44E+02
6,8.51E+02
7,7.91E+02
8,7.93E+02
9,7.46E+02
10,7.02E+02
11,7.10E+02
12,6.63E+02
13,5.85E+02
14,5.56E+02
15,4.81E+02
16,4.82E+02
17,4.49E+02
18,4.26E+02
19,4.02E+02
20,3.56E+02
21,3.26E+02
22,2.99E+02
23,2.82E+02
24,2.81E+02
25,2.96E+02
26,2.82E+02
27,2.88E+02
28,2.99E+02
29,2.82E+02
30,2.58E+02
31,2.58E+02
32,2.20E+02
33,2.13E+02
34,2.16E+02
35,2.07E+02
36,1.63E+02
37,1.42E+02
38,9.56E+01
39,6.98E+01
40,4.96E+01
41,1.92E+01
42,2.57E+01
43,3.27E+01
44,-3.88E+00
45,-3.48E+01
46,-7.33E+01
47,-3.97E+01
48,-6.58E+01
49,-7.42E+01
50,-9.63E+01
51,-1.27E+02
52,-1.06E+02
53,-1.16E+02
54,-1.40E+02
55,-1.96E+02
56,-2.38E+02
57,-3.00E+02
58,-3.09E+02
59,-3.54E+02
60,-3.60E+02
61,-3.79E+02
62,-4.27E+02
63,-4.54E+02
64,-4.38E+02
65,-4.51E+02
66,-4.39E+02
67,-4.88E+02
68,-4.82E+02
69,-5.22E+02
70,-5.61E+02
71,-5.29E+02
72,-5.12E+02
73,-5.21E+02
74,-5.18E+02
75,-5.55E+02
76,-5.94E+02
77,-5.75E+02
78,-5.93E+02
79,-6.31E+02
80,-6.53E+02
81,-6.47E+02
82,-6.89E+02
83,-6.76E+02
84,-7.03E+02
85,-7.36E+02
86,-7.24E+02
87,-7.50E+02
88,-7.69E+02
89,-7.40E+02
90,-7.20E+02
91,-6.94E+02
92,-7.02E+02
93,-7.36E+02
94,-7.49E+02
95,-7.68E+02
96,-7.83E+02
97,-7.68E+02
98,-8.31E+02
99,-8.06E+02
100,-7.91E+02
101,-7.90E+02
102,-8.18E+02
103,-8.55E+02
104,-8.26E+02
105,-8.69E+02
106,-8.54E+02
107,-9.04E+02
108,-9.25E+02
109,-9.22E+02
110,-9.12E+02
111,-9.12E+02
112,-9.27E+02
113,-9.07E+02
114,-8.95E+02
115,-9.21E+02
116,-9.31E+02
117,-9.36E+02
118,-9.36E+02
119,-9.60E+02
120,-9.71E+02
121,-9.63E+02
122,-1.02E+03
123,-1.05E+03
124,-1.09E+03
125,-1.11E+03
126,-1.12E+03
127,-1.12E+03
128,-1.13E+03
129,-1.12E+03
130,-1.12E+03
131,-1.11E+03
132,-1.15E+03
133,-1.15E+03
134,-1.14E+03
135,-1.13E+03
136,-1.15E+03
137,-1.18E+03
138,-1.16E+03
139,-1.16E+03
140,-1.19E+03
141,-1.23E+03
142,-1.27E+03
143,-1.30E+03
144,-1.31E+03
145,-1.31E+03
146,-1.25E+03
147,-1.25E+03
148,-1.28E+03
149,-1.28E+03
150,-1.31E+03
151,-1.31E+03
152,-1.28E+03
