Date,Data
1,1.17E+02
2,1.39E+02
3,1.28E+02
4,1.27E+02
5,1.23E+02
6,1.24E+02
7,1.28E+02
8,1.29E+02
9,1.32E+02
10,1.26E+02
11,1.32E+02
12,1.39E+02
13,1.46E+02
14,1.40E+02
15,1.34E+02
16,1.31E+02
17,1.28E+02
18,1.38E+02
19,1.70E+02
20,1.76E+02
21,1.81E+02
22,1.79E+02
23,1.65E+02
24,1.54E+02
25,1.40E+02
26,1.27E+02
27,1.22E+02
28,1.17E+02
29,1.21E+02
30,1.28E+02
31,1.44E+02
32,1.82E+02
33,2.03E+02
34,2.25E+02
35,2.36E+02
36,2.33E+02
37,2.35E+02
38,2.11E+02
39,2.14E+02
40,2.15E+02
41,2.14E+02
42,2.30E+02
43,2.55E+02
44,2.54E+02
45,2.26E+02
46,2.13E+02
47,1.93E+02
48,1.78E+02
49,1.61E+02
50,1.45E+02
51,1.35E+02
52,1.26E+02
53,1.31E+02
54,1.49E+02
55,1.50E+02
56,1.86E+02
57,2.20E+02
58,2.49E+02
59,2.51E+02
60,2.46E+02
61,2.35E+02
62,2.13E+02
63,2.12E+02
64,2.22E+02
65,2.26E+02
66,2.34E+02
67,2.64E+02
68,2.54E+02
69,2.33E+02
70,2.17E+02
71,1.95E+02
72,1.82E+02
73,1.63E+02
74,1.49E+02
75,1.41E+02
76,1.42E+02
77,1.39E+02
78,1.46E+02
79,1.52E+02
80,1.93E+02
81,2.22E+02
82,2.47E+02
83,2.55E+02
84,2.40E+02
85,2.37E+02
86,2.17E+02
87,2.19E+02
88,2.25E+02
89,2.30E+02
90,2.36E+02
91,2.58E+02
92,2.58E+02
93,2.39E+02
94,2.24E+02
95,1.95E+02
96,1.86E+02
97,1.68E+02
98,1.51E+02
99,1.36E+02
100,1.34E+02
101,1.39E+02
102,1.46E+02
103,1.52E+02
104,1.94E+02
105,2.20E+02
106,2.47E+02
107,2.53E+02
108,2.47E+02
109,2.42E+02
110,2.27E+02
111,2.26E+02
112,2.25E+02
113,2.33E+02
114,2.33E+02
115,2.63E+02
116,2.55E+02
117,2.39E+02
118,2.23E+02
119,1.97E+02
120,1.83E+02
121,1.84E+02
122,1.62E+02
123,1.50E+02
124,1.46E+02
125,1.47E+02
126,1.35E+02
127,1.45E+02
128,1.51E+02
129,1.69E+02
130,1.66E+02
131,1.74E+02
132,1.79E+02
133,1.80E+02
134,1.67E+02
135,1.57E+02
136,1.60E+02
137,1.60E+02
138,1.68E+02
139,1.99E+02
140,2.09E+02
141,2.01E+02
142,1.95E+02
143,1.72E+02
144,1.70E+02
145,1.55E+02
146,1.46E+02
147,1.23E+02
148,1.21E+02
149,1.24E+02
150,1.33E+02
151,1.46E+02
152,1.59E+02
153,1.71E+02
154,1.83E+02
155,1.99E+02
156,1.98E+02
157,1.92E+02
158,1.73E+02
159,1.64E+02
160,1.73E+02
161,1.73E+02
162,1.87E+02
163,2.21E+02
164,2.24E+02
165,2.14E+02
166,2.04E+02
167,1.92E+02
168,1.74E+02
169,1.58E+02
170,1.39E+02
171,1.31E+02
172,1.27E+02
173,1.23E+02
174,1.22E+02
175,1.36E+02
176,1.41E+02
177,1.36E+02
178,1.49E+02
179,1.67E+02
180,1.72E+02
181,1.79E+02
182,1.62E+02
183,1.61E+02
184,1.55E+02
185,1.51E+02
186,1.69E+02
187,2.03E+02
188,2.16E+02
189,2.14E+02
190,2.08E+02
191,1.97E+02
192,1.84E+02
193,1.46E+02
194,1.45E+02
195,1.34E+02
196,1.36E+02
197,1.33E+02
198,1.39E+02
199,1.58E+02
200,2.11E+02
201,2.71E+02
202,2.81E+02
203,2.82E+02
204,2.77E+02
205,2.69E+02
206,2.46E+02
207,2.46E+02
208,2.49E+02
209,2.58E+02
210,2.64E+02
211,2.84E+02
212,2.76E+02
213,2.53E+02
214,2.35E+02
215,2.14E+02
216,2.01E+02
217,1.76E+02
218,1.52E+02
219,1.45E+02
220,1.31E+02
221,1.38E+02
222,1.43E+02
223,1.61E+02
224,2.05E+02
225,2.72E+02
226,2.83E+02
227,2.78E+02
228,2.75E+02
229,2.63E+02
230,2.42E+02
231,2.39E+02
232,2.42E+02
233,2.50E+02
234,2.49E+02
235,2.82E+02
236,2.74E+02
237,2.56E+02
238,2.39E+02
239,2.22E+02
240,1.94E+02
241,1.75E+02
242,1.57E+02
243,1.46E+02
244,1.39E+02
245,1.42E+02
246,1.41E+02
247,1.55E+02
248,2.05E+02
249,2.65E+02
250,2.76E+02
251,2.64E+02
252,2.58E+02
253,2.47E+02
254,2.27E+02
255,2.24E+02
256,2.32E+02
257,2.38E+02
258,2.41E+02
259,2.74E+02
260,2.72E+02
261,2.46E+02
262,2.29E+02
263,2.05E+02
264,1.89E+02
265,1.67E+02
266,1.54E+02
267,1.47E+02
268,1.47E+02
269,1.48E+02
270,1.44E+02
271,1.54E+02
272,2.11E+02
273,2.54E+02
274,2.72E+02
275,2.73E+02
276,2.68E+02
277,2.54E+02
278,2.34E+02
279,2.34E+02
280,2.36E+02
281,2.46E+02
282,2.42E+02
283,2.80E+02
284,2.74E+02
285,2.54E+02
286,2.34E+02
287,2.05E+02
288,1.97E+02
289,1.71E+02
290,1.54E+02
291,1.46E+02
292,1.39E+02
293,1.40E+02
294,1.43E+02
295,1.55E+02
296,2.06E+02
297,2.58E+02
298,2.71E+02
299,2.69E+02
300,2.66E+02
301,2.52E+02
302,2.38E+02
303,2.34E+02
304,2.40E+02
305,2.41E+02
306,2.32E+02
307,2.74E+02
308,2.70E+02
309,2.56E+02
310,2.30E+02
311,2.06E+02
312,1.94E+02
313,1.78E+02
314,1.60E+02
315,1.53E+02
316,1.37E+02
317,1.33E+02
318,1.36E+02
319,1.47E+02
320,1.79E+02
321,2.02E+02
322,2.21E+02
323,2.34E+02
324,2.35E+02
325,2.14E+02
326,1.89E+02
327,1.80E+02
328,1.82E+02
329,1.84E+02
330,1.91E+02
331,2.31E+02
332,2.37E+02
333,2.21E+02
334,2.04E+02
335,1.88E+02
336,1.74E+02
337,1.64E+02
338,1.41E+02
339,1.34E+02
340,1.30E+02
341,1.18E+02
342,1.30E+02
343,1.30E+02
344,1.43E+02
345,1.42E+02
346,1.72E+02
347,1.77E+02
348,1.82E+02
349,1.85E+02
350,1.69E+02
351,1.57E+02
352,1.53E+02
353,1.54E+02
354,1.66E+02
355,1.98E+02
356,2.11E+02
357,2.07E+02
358,2.03E+02
359,1.88E+02
360,1.77E+02
361,1.56E+02
362,1.40E+02
363,1.33E+02
364,1.30E+02
365,1.30E+02
366,1.37E+02
367,1.47E+02
368,2.08E+02
369,2.73E+02
370,2.79E+02
371,2.79E+02
372,2.76E+02
373,2.61E+02
374,2.47E+02
375,2.42E+02
376,2.45E+02
377,2.47E+02
378,2.51E+02
379,2.83E+02
380,2.83E+02
381,2.52E+02
382,2.38E+02
383,2.10E+02
384,1.80E+02
385,1.70E+02
386,1.65E+02
387,1.56E+02
388,1.53E+02
389,1.57E+02
390,1.54E+02
391,1.68E+02
392,2.17E+02
393,2.65E+02
394,2.79E+02
395,2.81E+02
396,2.75E+02
397,2.58E+02
398,2.40E+02
399,2.35E+02
400,2.47E+02
401,2.44E+02
402,2.52E+02
403,2.83E+02
404,2.84E+02
405,2.58E+02
406,2.45E+02
407,2.16E+02
408,2.04E+02
409,1.79E+02
410,1.62E+02
411,1.57E+02
412,1.44E+02
413,1.43E+02
414,1.47E+02
415,1.67E+02
416,2.20E+02
417,2.72E+02
418,2.90E+02
419,2.97E+02
420,2.94E+02
421,2.79E+02
422,2.57E+02
423,2.57E+02
424,2.56E+02
425,2.62E+02
426,2.73E+02
427,2.85E+02
428,2.81E+02
429,2.60E+02
430,2.42E+02
431,2.17E+02
432,2.00E+02
433,1.76E+02
434,1.58E+02
435,1.47E+02
436,1.39E+02
437,1.41E+02
438,1.49E+02
439,1.60E+02
440,2.10E+02
441,2.66E+02
442,2.77E+02
443,2.78E+02
444,2.69E+02
445,2.66E+02
446,2.37E+02
447,2.42E+02
448,2.43E+02
449,2.51E+02
450,2.51E+02
451,2.88E+02
452,2.81E+02
453,2.64E+02
454,2.52E+02
455,2.19E+02
456,1.94E+02
457,1.72E+02
458,1.51E+02
459,1.45E+02
460,1.39E+02
461,1.42E+02
462,1.44E+02
463,1.58E+02
464,2.16E+02
465,2.65E+02
466,2.87E+02
467,2.87E+02
468,2.87E+02
469,2.75E+02
470,2.53E+02
471,2.52E+02
472,2.50E+02
473,2.61E+02
474,2.59E+02
475,2.85E+02
476,2.85E+02
477,2.59E+02
478,2.33E+02
479,2.13E+02
480,1.98E+02
481,1.79E+02
482,1.52E+02
483,1.49E+02
484,1.30E+02
485,1.34E+02
486,1.40E+02
487,1.49E+02
488,2.09E+02
489,2.05E+02
490,2.26E+02
491,2.30E+02
492,2.25E+02
493,2.18E+02
494,1.98E+02
495,1.87E+02
496,1.82E+02
497,1.83E+02
498,1.89E+02
499,2.27E+02
500,2.41E+02
501,2.20E+02
502,2.06E+02
503,1.88E+02
504,1.74E+02
505,1.64E+02
506,1.40E+02
507,1.31E+02
508,1.31E+02
509,1.27E+02
510,1.27E+02
511,1.34E+02
512,1.43E+02
513,1.47E+02
514,1.61E+02
515,1.81E+02
516,1.91E+02
517,1.92E+02
518,1.75E+02
519,1.66E+02
520,1.65E+02
521,1.64E+02
522,1.69E+02
523,2.03E+02
524,2.12E+02
525,2.12E+02
526,2.11E+02
527,1.89E+02
528,1.80E+02
529,1.59E+02
530,1.43E+02
531,1.35E+02
532,1.29E+02
533,1.30E+02
534,1.33E+02
535,1.51E+02
536,2.15E+02
537,2.66E+02
538,2.83E+02
539,2.82E+02
540,2.78E+02
541,2.65E+02
542,2.45E+02
543,2.51E+02
544,2.51E+02
545,2.53E+02
546,2.58E+02
547,2.82E+02
548,2.79E+02
549,2.58E+02
550,2.45E+02
551,2.13E+02
552,1.96E+02
553,1.78E+02
554,1.61E+02
555,1.54E+02
556,1.42E+02
557,1.49E+02
558,1.48E+02
559,1.57E+02
560,2.17E+02
561,2.60E+02
562,2.73E+02
563,2.70E+02
564,2.67E+02
565,2.61E+02
566,2.40E+02
567,2.40E+02
568,2.45E+02
569,2.47E+02
570,2.52E+02
571,2.81E+02
572,2.78E+02
573,2.56E+02
574,2.41E+02
575,2.15E+02
576,2.03E+02
577,1.80E+02
578,1.60E+02
579,1.47E+02
580,1.41E+02
581,1.42E+02
582,1.46E+02
583,1.59E+02
584,2.16E+02
585,2.60E+02
586,2.82E+02
587,2.78E+02
588,2.78E+02
589,2.76E+02
590,2.45E+02
591,2.44E+02
592,2.42E+02
593,2.41E+02
594,2.40E+02
595,2.80E+02
596,2.85E+02
597,2.54E+02
598,2.38E+02
599,2.09E+02
600,1.96E+02
601,1.81E+02
602,1.65E+02
603,1.41E+02
