Date,Data
1,1993
2,2010
3,1948
4,1917
5,1918
6,1870
7,1875
8,1834
9,1832
10,1836
11,1851
12,1881
13,1917
14,1971
15,2031
16,2079
17,2124
18,2119
19,2164
20,2190
21,2201
22,2208
23,2238
24,2196
25,2196
26,2198
27,2167
28,2164
29,2157
30,2122
31,2118
32,2129
33,2078
34,2040
35,2010
36,1999
37,1949
38,1955
39,1919
40,1918
41,1867
42,1877
43,1877
44,1917
45,2005
46,2036
47,2078
48,2118
49,2118
50,2159
51,2204
52,2202
53,2241
54,2233
55,2241
56,2202
57,2200
58,2156
59,2160
60,2138
61,2122
62,2131
63,2101
64,2078
65,2044
66,2020
67,2004
68,1944
69,1917
70,1918
71,1856
72,1874
73,1839
74,1825
75,1874
76,1919
77,1997
78,2037
79,2083
80,2074
81,2115
82,2118
83,2168
84,2161
85,2161
86,2153
87,2123
88,2108
89,2074
90,2066
91,2077
92,2040
93,2036
94,1997
95,2000
96,1955
97,1958
98,1917
99,1877
100,1870
101,1836
102,1819
103,1806
104,1793
105,1787
106,1826
107,1877
108,1918
109,1949
110,2001
111,2040
112,2057
113,2077
114,2115
115,2115
116,2118
117,2118
118,2075
119,2081
120,2036
121,2041
122,2037
123,2034
124,1997
125,1985
126,1952
127,1964
128,1914
129,1919
130,1875
131,1873
132,1845
133,1837
134,1791
135,1748
136,1758
137,1796
138,1843
139,1923
140,1953
141,2001
142,2000
143,2034
144,2077
145,2092
146,2122
147,2118
148,2113
149,2074
150,2079
151,2042
152,2031
153,2040
154,2038
155,2000
156,1990
157,1956
158,1958
159,1915
160,1912
161,1877
162,1849
163,1839
164,1799
165,1792
166,1751
167,1758
168,1751
169,1756
170,1821
171,1877
172,1917
173,1951
174,2003
175,2015
176,2038
177,2027
178,2077
179,2077
180,2077
181,2077
182,2038
183,2037
184,2034
185,1994
186,1997
187,2001
188,1955
189,1962
190,1932
191,1918
192,1878
193,1869
194,1832
195,1795
196,1765
197,1802
198,1758
199,1752
200,1714
201,1718
202,1755
203,1829
204,1893
205,1911
206,1956
207,1988
208,1997
209,2037
210,2025
211,2030
212,2081
213,2074
214,2079
215,2040
216,1996
217,2003
218,1999
219,1999
220,1959
