Date,Data
1,4.95E+03
2,4.91E+03
3,4.89E+03
4,4.83E+03
5,4.82E+03
6,4.79E+03
7,4.73E+03
8,4.73E+03
9,4.72E+03
10,4.70E+03
11,4.74E+03
12,4.77E+03
13,4.80E+03
14,4.84E+03
15,4.83E+03
16,4.80E+03
17,4.81E+03
18,4.78E+03
19,4.71E+03
20,4.68E+03
21,4.66E+03
22,4.61E+03
23,4.61E+03
24,4.61E+03
25,4.60E+03
26,4.58E+03
27,4.59E+03
28,4.56E+03
29,4.55E+03
30,4.51E+03
31,4.50E+03
32,4.48E+03
33,4.49E+03
34,4.48E+03
35,4.47E+03
36,4.38E+03
37,4.38E+03
38,4.35E+03
39,4.34E+03
40,4.31E+03
41,4.29E+03
42,4.26E+03
43,4.26E+03
44,4.27E+03
45,4.28E+03
46,4.29E+03
47,4.24E+03
48,4.17E+03
49,4.12E+03
50,4.15E+03
51,4.16E+03
52,4.13E+03
53,4.08E+03
54,4.07E+03
55,4.08E+03
56,4.04E+03
57,4.03E+03
58,4.02E+03
59,4.02E+03
60,3.99E+03
61,4.00E+03
62,3.96E+03
63,3.90E+03
64,3.84E+03
65,3.81E+03
66,3.84E+03
67,3.81E+03
68,3.77E+03
69,3.77E+03
70,3.76E+03
71,3.77E+03
72,3.78E+03
73,3.81E+03
74,3.79E+03
75,3.78E+03
76,3.76E+03
77,3.77E+03
78,3.77E+03
79,3.78E+03
80,3.84E+03
81,3.88E+03
82,3.97E+03
83,4.07E+03
84,4.15E+03
85,4.25E+03
86,4.36E+03
87,4.55E+03
88,4.73E+03
89,4.98E+03
90,5.19E+03
91,5.45E+03
92,5.66E+03
93,5.88E+03
94,6.16E+03
95,6.37E+03
96,6.57E+03
97,6.75E+03
98,6.96E+03
99,7.15E+03
100,7.34E+03
101,7.46E+03
102,7.54E+03
103,7.66E+03
104,7.71E+03
105,7.72E+03
106,7.71E+03
107,7.71E+03
108,7.63E+03
109,7.57E+03
110,7.41E+03
111,7.26E+03
112,7.10E+03
113,6.92E+03
114,6.78E+03
115,6.64E+03
116,6.51E+03
117,6.32E+03
118,6.18E+03
119,6.06E+03
120,5.97E+03
121,5.86E+03
122,5.74E+03
123,5.69E+03
124,5.65E+03
125,5.59E+03
126,5.54E+03
127,5.50E+03
128,5.47E+03
129,5.45E+03
130,5.45E+03
131,5.45E+03
132,5.41E+03
133,5.36E+03
134,5.38E+03
135,5.37E+03
136,5.38E+03
137,5.44E+03
138,5.42E+03
139,5.42E+03
140,5.40E+03
141,5.39E+03
142,5.36E+03
143,5.32E+03
144,5.34E+03
145,5.31E+03
146,5.31E+03
147,5.29E+03
148,5.30E+03
149,5.25E+03
150,5.24E+03
151,5.21E+03
152,5.16E+03
153,5.15E+03
154,5.06E+03
155,5.06E+03
156,5.04E+03
157,5.03E+03
158,5.01E+03
159,4.94E+03
160,4.86E+03
161,4.85E+03
162,4.88E+03
163,4.89E+03
164,4.90E+03
165,4.92E+03
166,4.94E+03
167,4.92E+03
168,4.93E+03
169,4.96E+03
170,4.98E+03
171,4.97E+03
172,5.06E+03
173,5.13E+03
174,5.12E+03
175,5.16E+03
176,5.19E+03
177,5.24E+03
178,5.29E+03
179,5.27E+03
180,5.33E+03
181,5.39E+03
182,5.34E+03
183,5.32E+03
184,5.32E+03
185,5.30E+03
186,5.30E+03
187,5.35E+03
188,5.31E+03
189,5.31E+03
190,5.33E+03
191,5.31E+03
192,5.31E+03
193,5.32E+03
194,5.32E+03
195,5.27E+03
196,5.24E+03
197,5.20E+03
198,5.16E+03
199,5.09E+03
200,5.06E+03
201,5.02E+03
202,4.96E+03
203,4.93E+03
204,4.91E+03
205,4.86E+03
206,4.86E+03
207,4.75E+03
208,4.68E+03
209,4.61E+03
210,4.66E+03
211,4.69E+03
212,4.68E+03
213,4.65E+03
214,4.66E+03
215,4.63E+03
216,4.59E+03
217,4.60E+03
218,4.54E+03
219,4.55E+03
220,4.55E+03
221,4.57E+03
222,4.59E+03
223,4.55E+03
224,4.49E+03
225,4.49E+03
226,4.45E+03
227,4.44E+03
228,4.40E+03
229,4.39E+03
230,4.36E+03
231,4.31E+03
232,4.25E+03
233,4.25E+03
234,4.30E+03
235,4.30E+03
236,4.30E+03
237,4.28E+03
238,4.26E+03
239,4.24E+03
240,4.24E+03
241,4.24E+03
242,4.26E+03
243,4.23E+03
244,4.20E+03
245,4.19E+03
246,4.22E+03
247,4.22E+03
248,4.20E+03
249,4.18E+03
250,4.21E+03
251,4.22E+03
252,4.23E+03
253,4.24E+03
254,4.27E+03
255,4.25E+03
256,4.26E+03
257,4.21E+03
258,4.26E+03
259,4.26E+03
260,4.27E+03
261,4.27E+03
262,4.26E+03
263,4.26E+03
264,4.24E+03
265,4.21E+03
266,4.17E+03
267,4.21E+03
268,4.17E+03
269,4.20E+03
270,4.17E+03
271,4.13E+03
272,4.14E+03
273,4.12E+03
274,4.13E+03
275,4.17E+03
276,4.17E+03
277,4.13E+03
278,4.10E+03
279,4.06E+03
280,4.08E+03
281,4.10E+03
282,4.09E+03
283,4.11E+03
284,4.13E+03
285,4.09E+03
286,4.12E+03
287,4.12E+03
