Date,Data
1,2.00E-02
2,2.33E-02
3,1.67E-02
4,-3.33E-03
5,-1.67E-02
6,1.00E-02
7,2.00E-02
8,5.33E-02
9,6.33E-02
10,9.33E-02
11,9.67E-02
12,1.33E-01
13,1.30E-01
14,9.33E-02
15,7.00E-02
16,4.33E-02
17,5.33E-02
18,2.33E-02
19,2.00E-02
20,1.67E-02
21,0.00E+00
22,-3.33E-03
23,-3.33E-03
24,2.33E-02
25,4.00E-02
26,3.00E-02
27,2.00E-02
28,3.33E-03
29,1.33E-02
30,-1.33E-02
31,-1.33E-02
32,-1.00E-02
33,1.67E-02
34,3.33E-02
35,8.67E-02
36,2.50E-01
37,5.90E-01
38,1.31E+00
39,2.06E+00
40,2.58E+00
41,2.43E+00
42,1.98E+00
43,1.38E+00
44,6.63E-01
45,2.00E-02
46,-4.37E-01
47,-5.07E-01
48,-4.57E-01
49,-3.57E-01
50,-3.00E-01
51,-2.80E-01
52,-3.07E-01
53,-3.23E-01
54,-3.23E-01
55,-3.63E-01
56,-3.57E-01
57,-4.00E-01
58,-4.03E-01
59,-4.27E-01
60,-4.60E-01
61,-4.63E-01
62,-4.90E-01
63,-5.00E-01
64,-5.17E-01
65,-5.73E-01
66,-6.57E-01
67,-6.97E-01
68,-7.37E-01
69,-7.73E-01
70,-8.43E-01
71,-8.90E-01
72,-9.23E-01
73,-9.93E-01
74,-1.04E+00
75,-1.02E+00
76,-9.60E-01
77,-8.27E-01
78,-7.10E-01
79,-5.60E-01
80,-4.33E-01
81,-2.97E-01
82,-1.90E-01
83,-1.00E-01
84,-5.67E-02
85,-2.00E-02
86,-1.00E-02
87,-3.33E-03
88,1.16E-18
89,-1.33E-02
90,-1.33E-02
91,-2.00E-02
92,-1.00E-02
93,-2.00E-02
94,-4.33E-02
95,-8.33E-02
96,-1.00E-01
97,-1.17E-01
98,-1.17E-01
99,-1.13E-01
100,-1.13E-01
101,-1.37E-01
102,-1.50E-01
103,-1.57E-01
104,-1.33E-01
105,-1.20E-01
106,-9.67E-02
107,-9.00E-02
108,-9.67E-02
109,-1.13E-01
110,-1.33E-01
111,-1.47E-01
112,-1.40E-01
113,-1.20E-01
114,-7.67E-02
115,-6.00E-02
116,-3.67E-02
117,-3.00E-02
118,-1.33E-02
119,6.67E-03
120,1.67E-02
121,1.67E-02
122,-1.00E-02
123,-4.33E-02
