Date,Data
1,-708
2,-715
3,-679
4,-473
5,-212
6,-441
7,-576
8,-653
9,-647
10,-656
11,2809
12,3816
13,-179
14,-484
15,-581
16,-532
17,-406
18,-243
19,-45
20,175
21,487
22,956
23,1567
24,2192
25,2493
26,2176
27,1071
28,152
29,-263
30,-381
31,-383
32,-355
33,-353
34,-412
35,-469
36,-534
37,-559
38,-562
39,-565
40,-463
41,-254
42,-157
43,-325
44,-458
45,-497
46,-564
47,-511
48,5784
49,1952
50,-261
51,-390
52,-466
53,-419
54,-268
55,-99
56,77
57,272
58,643
59,1172
60,1880
61,2446
62,2656
63,1921
64,741
65,24
66,-270
67,-352
68,-348
69,-325
70,-351
71,-409
72,-502
73,-555
74,-586
75,-594
76,-599
77,-538
78,-253
79,-266
80,-439
81,-618
82,-603
83,-650
84,-211
85,6519
86,513
87,-410
88,-587
89,-596
90,-529
91,-355
92,-185
93,13
94,267
95,651
96,1229
97,1876
98,2292
99,2368
100,1521
101,488
102,-130
103,-349
104,-410
105,-405
106,-415
107,-446
108,-521
109,-607
110,-624
111,-648
112,-647
113,-620
114,-430
115,-230
116,-424
117,-563
118,-617
119,-638
120,-651
121,2996
122,3360
123,-238
124,-492
125,-618
126,-560
127,-439
128,-297
129,-87
130,107
131,362
132,834
133,1439
134,2007
135,2280
136,1984
137,914
138,24
139,-361
140,-480
141,-471
142,-471
143,-502
144,-566
145,-649
146,-733
147,-727
148,-709
149,-705
150,-622
151,-344
152,-341
153,-509
154,-651
155,-689
156,-738
157,-517
158,6181
159,1000
160,-469
161,-618
162,-649
163,-584
164,-431
165,-262
166,-46
167,237
168,578
169,1130
170,1780
171,2217
172,2271
173,1482
174,402
175,-193
176,-423
177,-439
178,-431
179,-439
180,-499
181,-598
182,-648
183,-645
184,-705
185,-687
186,-644
187,-411
188,-207
189,-417
190,-527
191,-620
192,-647
193,-647
194,3788
195,2818
196,-294
197,-457
198,-561
199,-471
200,-343
201,-177
202,6
203,220
204,566
205,1046
206,1717
207,2306
208,2531
209,2080
210,965
211,93
212,-265
213,-352
214,-353
215,-333
216,-350
217,-407
218,-503
219,-561
220,-591
221,-591
222,-590
223,-509
224,-287
225,-153
226,-353
227,-485
228,-558
229,-535
230,-574
231,5379
232,2284
233,-244
234,-455
235,-507
236,-442
237,-299
238,-127
239,64
240,327
241,662
242,1217
243,1937
244,2476
245,2626
246,1909
247,734
248,-9
249,-298
250,-348
251,-322
252,-323
253,-353
254,-415
255,-520
256,-573
257,-627
258,-618
259,-622
260,-560
261,-317
262,-216
263,-411
264,-558
265,-605
266,-619
267,-593
268,5753
269,1681
270,-394
271,-543
272,-557
273,-525
274,-391
275,-250
276,-43
277,180
278,552
279,1056
280,1676
281,2241
282,2429
283,1842
284,622
285,-90
286,-355
287,-437
288,-413
289,-408
290,-439
291,-504
292,-588
293,-654
294,-664
295,-706
296,-676
297,-564
298,-279
299,-303
300,-473
301,-616
302,-648
303,-656
304,-459
305,6245
306,408
307,-496
308,-644
309,-650
310,-570
311,-428
312,-261
313,-55
314,165
315,554
316,1091
317,1766
318,2162
319,2233
320,1389
321,316
322,-305
323,-474
324,-501
325,-474
326,-469
327,-546
328,-621
329,-684
330,-724
331,-765
332,-772
333,-741
334,-567
335,-269
336,-466
337,-610
338,-735
339,-770
340,-747
341,1222
342,4688
343,-63
344,-555
345,-739
346,-669
347,-602
348,-427
349,-261
350,-37
351,226
352,657
353,1288
354,1916
355,2251
356,2093
357,1118
358,104
359,-350
360,-494
361,-497
362,-471
363,-482
364,-561
365,-609
366,-678
367,-708
368,-710
369,-744
370,-663
371,-405
372,-266
373,-501
374,-640
375,-676
376,-675
377,-664
378,5074
379,1947
380,-360
381,-530
382,-593
383,-529
384,-387
385,-240
386,-40
387,191
388,545
389,1061
390,1725
391,2336
392,2498
393,1893
394,754
395,-45
396,-328
397,-383
398,-368
399,-321
400,-335
401,-415
402,-479
403,-530
404,-560
405,-590
406,-593
407,-482
408,-270
409,-160
410,-328
411,-474
412,-561
413,-551
414,-508
415,5691
416,1972
417,-238
418,-410
419,-472
420,-414
421,-280
422,-117
423,92
424,312
425,642
426,1167
427,1881
428,2485
429,2697
430,2056
431,851
432,68
433,-247
434,-352
435,-329
436,-294
437,-328
438,-363
439,-418
440,-498
441,-500
442,-529
443,-527
444,-484
445,-277
446,-151
447,-322
448,-455
449,-559
450,-562
451,-546
452,5181
453,2219
454,-253
455,-425
456,-481
457,-438
458,-328
459,-179
460,26
461,243
462,553
463,1072
464,1762
465,2350
466,2562
467,2041
468,914
469,91
470,-251
471,-326
472,-322
473,-325
474,-350
475,-402
476,-486
477,-528
478,-587
479,-570
480,-592
481,-497
482,-286
483,-166
484,-350
485,-533
486,-576
487,-591
488,-528
489,5817
490,1262
491,-440
492,-520
493,-526
494,-474
495,-327
496,-167
497,7
498,246
499,594
500,1103
501,1787
502,2276
503,2442
504,1760
505,693
506,-58
507,-339
508,-410
509,-384
510,-384
511,-431
512,-524
513,-587
514,-621
515,-624
516,-619
517,-616
518,-507
519,-223
520,-198
521,-412
522,-559
523,-589
524,-615
525,-410
526,6250
527,961
528,-384
529,-496
530,-527
531,-431
532,-290
533,-100
534,86
535,351
536,719
537,1290
538,1923
539,2379
540,2384
541,1558
542,500
543,-95
544,-329
545,-353
546,-349
547,-353
548,-407
549,-501
550,-566
551,-590
552,-619
553,-622
554,-590
555,-422
556,-193
557,-328
558,-437
559,-561
560,-579
561,-590
562,291
563,5553
564,373
565,-326
566,-469
567,-472
568,-413
569,-233
570,-43
571,164
572,434
573,822
574,1449
575,2106
576,2512
577,2418
578,1430
579,393
580,-129
581,-323
582,-324
583,-327
584,-325
585,-408
586,-470
587,-529
588,-590
589,-591
590,-620
591,-615
