Date,Data
1,1.33E+01
2,1.24E+01
3,1.16E+01
4,1.13E+01
5,1.15E+01
6,1.19E+01
7,1.08E+01
8,1.48E+01
9,1.91E+01
10,2.15E+01
11,2.33E+01
12,2.56E+01
13,2.74E+01
14,2.79E+01
15,2.77E+01
16,2.74E+01
17,2.66E+01
18,2.42E+01
19,2.15E+01
20,1.92E+01
21,1.76E+01
22,1.58E+01
23,1.52E+01
24,1.40E+01
25,1.36E+01
26,1.30E+01
27,1.20E+01
28,1.15E+01
29,1.11E+01
30,1.07E+01
31,1.14E+01
32,1.42E+01
33,1.61E+01
34,1.92E+01
35,2.26E+01
36,2.41E+01
37,2.38E+01
38,2.20E+01
39,2.14E+01
40,2.07E+01
41,1.96E+01
42,1.90E+01
43,1.78E+01
44,1.67E+01
45,1.57E+01
46,1.56E+01
47,1.47E+01
48,1.43E+01
49,1.36E+01
50,1.35E+01
51,1.30E+01
52,1.19E+01
53,1.11E+01
54,1.01E+01
55,1.00E+01
56,1.26E+01
57,1.44E+01
58,1.54E+01
59,1.65E+01
60,1.72E+01
61,1.81E+01
62,1.87E+01
63,1.93E+01
64,1.94E+01
65,1.85E+01
66,1.68E+01
67,1.52E+01
68,1.35E+01
69,1.22E+01
70,1.12E+01
71,1.04E+01
72,9.20E+00
73,8.60E+00
74,8.30E+00
75,7.80E+00
76,7.90E+00
77,8.10E+00
78,7.30E+00
79,7.60E+00
80,8.20E+00
81,1.08E+01
82,1.25E+01
83,1.38E+01
84,1.40E+01
85,1.39E+01
86,1.40E+01
87,1.32E+01
88,1.44E+01
89,1.46E+01
90,1.40E+01
91,1.32E+01
92,1.27E+01
93,1.18E+01
94,1.09E+01
95,1.08E+01
96,1.09E+01
97,1.05E+01
98,9.90E+00
99,9.70E+00
100,9.40E+00
101,9.10E+00
102,8.40E+00
103,8.70E+00
104,9.70E+00
105,1.02E+01
106,1.21E+01
107,1.33E+01
108,1.41E+01
109,1.50E+01
110,1.56E+01
111,1.58E+01
112,1.56E+01
113,1.47E+01
114,1.30E+01
115,1.14E+01
116,1.02E+01
117,9.10E+00
118,8.30E+00
119,7.00E+00
120,5.90E+00
121,5.50E+00
122,5.00E+00
123,4.40E+00
124,4.20E+00
125,4.60E+00
126,4.70E+00
127,5.10E+00
128,6.00E+00
129,8.20E+00
130,9.80E+00
131,1.14E+01
132,1.28E+01
133,1.35E+01
134,1.36E+01
135,1.37E+01
136,1.38E+01
137,1.29E+01
138,1.23E+01
139,1.15E+01
140,1.07E+01
141,9.90E+00
142,9.20E+00
143,8.30E+00
144,8.50E+00
145,8.20E+00
146,7.90E+00
147,7.90E+00
148,7.80E+00
149,7.00E+00
150,6.60E+00
151,5.70E+00
152,7.00E+00
153,1.02E+01
154,1.17E+01
155,1.29E+01
156,1.44E+01
157,1.57E+01
158,1.68E+01
159,1.78E+01
160,1.82E+01
161,1.72E+01
162,1.53E+01
163,1.33E+01
164,1.19E+01
165,1.08E+01
166,9.90E+00
167,8.80E+00
168,8.10E+00
169,7.50E+00
170,7.20E+00
171,6.60E+00
172,6.10E+00
173,5.80E+00
174,5.60E+00
175,5.40E+00
176,7.20E+00
177,9.90E+00
178,1.18E+01
179,1.30E+01
180,1.48E+01
181,1.64E+01
182,1.73E+01
183,1.75E+01
184,1.73E+01
185,1.61E+01
186,1.40E+01
187,1.25E+01
188,1.16E+01
189,1.15E+01
190,1.14E+01
191,1.11E+01
192,1.06E+01
193,9.80E+00
194,9.60E+00
195,9.70E+00
196,9.70E+00
197,9.40E+00
198,8.70E+00
199,8.80E+00
200,1.00E+01
201,1.17E+01
202,1.31E+01
203,1.41E+01
204,1.40E+01
205,1.47E+01
206,1.56E+01
207,1.51E+01
208,1.56E+01
209,1.42E+01
210,1.33E+01
211,1.16E+01
212,1.02E+01
213,9.10E+00
214,8.90E+00
215,9.00E+00
216,8.70E+00
217,8.90E+00
218,8.80E+00
219,8.90E+00
220,8.60E+00
221,7.60E+00
222,6.60E+00
223,7.00E+00
