Date,Data
1,3.74E-02
2,3.76E-02
3,3.79E-02
4,3.81E-02
5,3.83E-02
6,3.84E-02
7,3.86E-02
8,3.87E-02
9,3.88E-02
10,3.89E-02
11,3.91E-02
12,3.93E-02
13,3.95E-02
14,3.98E-02
15,4.02E-02
16,4.08E-02
17,4.14E-02
18,4.21E-02
19,4.31E-02
20,4.41E-02
21,4.54E-02
22,4.69E-02
23,4.86E-02
24,5.05E-02
25,5.26E-02
26,5.50E-02
27,5.76E-02
28,6.04E-02
29,6.34E-02
30,6.66E-02
31,7.00E-02
32,7.34E-02
33,7.70E-02
34,8.06E-02
35,8.43E-02
36,8.80E-02
37,9.16E-02
38,9.52E-02
39,9.86E-02
40,1.02E-01
41,1.05E-01
42,1.08E-01
43,1.11E-01
44,1.13E-01
45,1.16E-01
46,1.17E-01
47,1.19E-01
48,1.20E-01
49,1.21E-01
50,1.22E-01
51,1.22E-01
52,1.22E-01
53,1.21E-01
54,1.21E-01
55,1.20E-01
56,1.18E-01
57,1.17E-01
58,1.15E-01
59,1.13E-01
60,1.10E-01
61,1.08E-01
62,1.05E-01
63,1.03E-01
64,9.97E-02
65,9.66E-02
66,9.35E-02
67,9.03E-02
68,8.70E-02
69,8.37E-02
70,8.04E-02
71,7.72E-02
72,7.39E-02
73,7.07E-02
74,6.76E-02
75,6.46E-02
76,6.18E-02
77,5.91E-02
78,5.66E-02
79,5.43E-02
80,5.22E-02
81,5.05E-02
82,4.89E-02
83,4.77E-02
84,4.69E-02
85,4.63E-02
86,4.62E-02
87,4.64E-02
88,4.69E-02
89,4.79E-02
90,4.92E-02
91,5.08E-02
92,5.28E-02
93,5.51E-02
94,5.77E-02
95,6.04E-02
96,6.33E-02
97,6.63E-02
98,6.93E-02
99,7.22E-02
100,7.50E-02
101,7.76E-02
102,8.00E-02
103,8.20E-02
104,8.37E-02
105,8.49E-02
106,8.57E-02
107,8.61E-02
108,8.60E-02
109,8.55E-02
110,8.45E-02
111,8.30E-02
112,8.12E-02
113,7.91E-02
114,7.67E-02
115,7.40E-02
116,7.12E-02
117,6.83E-02
118,6.54E-02
119,6.25E-02
120,5.97E-02
121,5.70E-02
122,5.45E-02
123,5.22E-02
124,5.01E-02
125,4.83E-02
126,4.67E-02
127,4.54E-02
128,4.42E-02
129,4.33E-02
130,4.25E-02
131,4.19E-02
132,4.15E-02
133,4.11E-02
134,4.09E-02
135,4.07E-02
136,4.06E-02
137,4.06E-02
138,4.06E-02
139,4.06E-02
140,4.06E-02
141,4.06E-02
142,4.07E-02
143,4.07E-02
144,4.07E-02
145,4.08E-02
146,4.08E-02
147,4.08E-02
148,4.08E-02
149,4.07E-02
150,4.07E-02
151,4.07E-02
152,4.06E-02
153,4.06E-02
154,4.05E-02
155,4.05E-02
156,4.04E-02
157,4.04E-02
158,4.04E-02
159,4.03E-02
160,4.03E-02
161,4.03E-02
162,4.02E-02
163,4.02E-02
164,4.02E-02
165,4.02E-02
166,4.01E-02
167,4.01E-02
168,4.01E-02
169,4.00E-02
170,4.00E-02
171,3.99E-02
172,3.99E-02
173,3.98E-02
174,3.98E-02
175,3.97E-02
176,3.97E-02
177,3.96E-02
178,3.96E-02
179,3.96E-02
180,3.95E-02
181,3.95E-02
182,3.95E-02
183,3.95E-02
184,3.95E-02
185,3.95E-02
186,3.95E-02
187,3.95E-02
188,3.95E-02
189,3.95E-02
190,3.96E-02
191,3.96E-02
192,3.96E-02
193,3.96E-02
194,3.96E-02
195,3.97E-02
196,3.97E-02
197,3.97E-02
198,3.97E-02
199,3.98E-02
200,3.98E-02
201,3.99E-02
202,3.99E-02
203,4.00E-02
204,4.00E-02
205,4.00E-02
206,4.01E-02
207,4.02E-02
208,4.02E-02
209,4.03E-02
210,4.03E-02
211,4.04E-02
212,4.04E-02
213,4.05E-02
214,4.05E-02
215,4.06E-02
216,4.06E-02
217,4.07E-02
218,4.07E-02
219,4.08E-02
220,4.09E-02
221,4.10E-02
222,4.10E-02
223,4.12E-02
224,4.13E-02
225,4.15E-02
226,4.17E-02
227,4.19E-02
228,4.22E-02
229,4.26E-02
230,4.31E-02
231,4.37E-02
232,4.44E-02
233,4.52E-02
234,4.63E-02
235,4.74E-02
236,4.88E-02
237,5.05E-02
238,5.23E-02
239,5.44E-02
240,5.68E-02
241,5.94E-02
242,6.22E-02
243,6.53E-02
244,6.86E-02
245,7.21E-02
246,7.57E-02
247,7.95E-02
248,8.34E-02
249,8.73E-02
250,9.12E-02
251,9.51E-02
252,9.90E-02
253,1.03E-01
254,1.06E-01
255,1.10E-01
256,1.13E-01
257,1.16E-01
258,1.19E-01
259,1.21E-01
260,1.23E-01
261,1.25E-01
262,1.26E-01
263,1.27E-01
264,1.28E-01
265,1.29E-01
266,1.29E-01
267,1.28E-01
268,1.28E-01
269,1.27E-01
270,1.26E-01
271,1.25E-01
272,1.23E-01
273,1.21E-01
274,1.19E-01
275,1.17E-01
276,1.14E-01
277,1.12E-01
278,1.09E-01
279,1.06E-01
280,1.03E-01
281,1.00E-01
282,9.71E-02
283,9.39E-02
284,9.07E-02
285,8.74E-02
286,8.42E-02
287,8.10E-02
288,7.78E-02
289,7.46E-02
290,7.16E-02
291,6.86E-02
292,6.58E-02
293,6.31E-02
294,6.05E-02
295,5.82E-02
296,5.61E-02
297,5.43E-02
298,5.27E-02
299,5.15E-02
300,5.06E-02
301,5.01E-02
302,4.99E-02
303,5.01E-02
304,5.07E-02
305,5.17E-02
306,5.31E-02
307,5.49E-02
308,5.69E-02
309,5.93E-02
310,6.19E-02
311,6.47E-02
312,6.76E-02
313,7.06E-02
314,7.36E-02
315,7.65E-02
316,7.93E-02
317,8.18E-02
318,8.41E-02
319,8.60E-02
320,8.76E-02
321,8.87E-02
322,8.94E-02
323,8.96E-02
324,8.94E-02
325,8.87E-02
326,8.76E-02
327,8.60E-02
328,8.41E-02
329,8.18E-02
330,7.93E-02
331,7.66E-02
332,7.36E-02
333,7.06E-02
334,6.76E-02
335,6.45E-02
336,6.15E-02
337,5.87E-02
338,5.60E-02
339,5.35E-02
340,5.12E-02
341,4.91E-02
342,4.73E-02
343,4.57E-02
344,4.44E-02
345,4.33E-02
346,4.24E-02
347,4.18E-02
348,4.12E-02
349,4.09E-02
350,4.06E-02
351,4.04E-02
352,4.03E-02
353,4.03E-02
354,4.03E-02
355,4.03E-02
356,4.03E-02
357,4.04E-02
358,4.04E-02
359,4.05E-02
360,4.05E-02
361,4.05E-02
362,4.05E-02
363,4.06E-02
364,4.06E-02
365,4.05E-02
366,4.05E-02
367,4.05E-02
368,4.04E-02
369,4.04E-02
370,4.03E-02
371,4.02E-02
372,4.02E-02
373,4.01E-02
374,4.00E-02
375,4.00E-02
376,3.99E-02
377,3.99E-02
378,3.99E-02
379,3.99E-02
380,3.99E-02
381,3.99E-02
382,3.99E-02
383,3.99E-02
384,3.99E-02
385,3.99E-02
386,3.99E-02
387,3.99E-02
388,3.99E-02
389,3.98E-02
390,3.98E-02
391,3.98E-02
392,3.98E-02
393,3.98E-02
394,3.98E-02
395,3.98E-02
396,3.98E-02
397,3.98E-02
398,3.99E-02
399,3.99E-02
400,3.99E-02
401,4.00E-02
402,4.00E-02
403,4.01E-02
404,4.01E-02
405,4.01E-02
406,4.01E-02
407,4.01E-02
408,4.01E-02
409,4.01E-02
410,4.01E-02
411,4.00E-02
412,4.00E-02
413,3.99E-02
414,3.98E-02
415,3.97E-02
416,3.97E-02
417,3.96E-02
418,3.95E-02
419,3.94E-02
420,3.94E-02
421,3.93E-02
422,3.93E-02
423,3.93E-02
424,3.93E-02
425,3.93E-02
426,3.93E-02
427,3.93E-02
428,3.93E-02
429,3.93E-02
430,3.93E-02
431,3.94E-02
432,3.94E-02
433,3.94E-02
434,3.95E-02
435,3.95E-02
436,3.95E-02
437,3.95E-02
438,3.96E-02
439,3.96E-02
440,3.96E-02
441,3.97E-02
442,3.97E-02
443,3.98E-02
444,3.99E-02
445,4.01E-02
446,4.03E-02
447,4.06E-02
448,4.10E-02
449,4.15E-02
450,4.21E-02
451,4.28E-02
452,4.37E-02
453,4.49E-02
454,4.62E-02
455,4.77E-02
456,4.95E-02
457,5.16E-02
458,5.39E-02
459,5.65E-02
460,5.93E-02
461,6.23E-02
462,6.56E-02
463,6.91E-02
464,7.28E-02
465,7.66E-02
466,8.05E-02
467,8.46E-02
468,8.86E-02
469,9.27E-02
470,9.67E-02
471,1.01E-01
472,1.05E-01
473,1.08E-01
474,1.12E-01
475,1.15E-01
476,1.18E-01
477,1.21E-01
478,1.24E-01
479,1.26E-01
480,1.27E-01
481,1.29E-01
482,1.30E-01
483,1.31E-01
484,1.31E-01
485,1.31E-01
486,1.31E-01
487,1.30E-01
488,1.30E-01
489,1.28E-01
490,1.27E-01
491,1.25E-01
492,1.24E-01
493,1.22E-01
494,1.19E-01
495,1.17E-01
496,1.14E-01
497,1.11E-01
498,1.09E-01
499,1.06E-01
500,1.02E-01
501,9.92E-02
502,9.58E-02
503,9.25E-02
504,8.91E-02
505,8.56E-02
506,8.22E-02
507,7.88E-02
508,7.55E-02
509,7.22E-02
510,6.91E-02
511,6.61E-02
512,6.33E-02
513,6.06E-02
514,5.82E-02
515,5.61E-02
516,5.42E-02
517,5.27E-02
518,5.15E-02
519,5.07E-02
520,5.03E-02
521,5.02E-02
522,5.06E-02
523,5.13E-02
524,5.25E-02
525,5.41E-02
526,5.60E-02
527,5.82E-02
528,6.08E-02
529,6.36E-02
530,6.66E-02
531,6.98E-02
532,7.30E-02
533,7.62E-02
534,7.93E-02
535,8.23E-02
536,8.50E-02
537,8.75E-02
538,8.96E-02
539,9.13E-02
540,9.25E-02
541,9.33E-02
542,9.35E-02
543,9.33E-02
544,9.26E-02
545,9.14E-02
546,8.98E-02
547,8.77E-02
548,8.53E-02
549,8.27E-02
550,7.98E-02
551,7.67E-02
552,7.36E-02
553,7.05E-02
554,6.73E-02
555,6.43E-02
556,6.14E-02
557,5.86E-02
558,5.60E-02
559,5.36E-02
560,5.14E-02
561,4.95E-02
562,4.78E-02
563,4.63E-02
564,4.51E-02
565,4.41E-02
566,4.33E-02
567,4.27E-02
568,4.23E-02
569,4.19E-02
570,4.17E-02
571,4.16E-02
572,4.15E-02
573,4.14E-02
574,4.14E-02
575,4.14E-02
576,4.14E-02
577,4.14E-02
578,4.14E-02
579,4.13E-02
580,4.13E-02
581,4.12E-02
582,4.12E-02
583,4.11E-02
584,4.10E-02
585,4.10E-02
586,4.09E-02
587,4.08E-02
588,4.07E-02
589,4.06E-02
590,4.06E-02
591,4.05E-02
592,4.04E-02
593,4.04E-02
594,4.03E-02
595,4.03E-02
596,4.02E-02
597,4.02E-02
598,4.01E-02
599,4.01E-02
600,4.00E-02
601,4.00E-02
602,3.99E-02
603,3.99E-02
604,3.98E-02
605,3.97E-02
606,3.96E-02
607,3.95E-02
608,3.94E-02
609,3.93E-02
610,3.92E-02
611,3.91E-02
612,3.90E-02
613,3.89E-02
614,3.88E-02
615,3.88E-02
616,3.87E-02
617,3.86E-02
618,3.86E-02
619,3.85E-02
620,3.85E-02
621,3.85E-02
622,3.84E-02
623,3.84E-02
624,3.84E-02
625,3.84E-02
626,3.84E-02
627,3.83E-02
628,3.83E-02
629,3.83E-02
630,3.83E-02
631,3.83E-02
632,3.84E-02
633,3.84E-02
634,3.84E-02
635,3.84E-02
636,3.84E-02
637,3.84E-02
